1 	128	13
0 	 -1 	5
0 	 -1 	34
1 	182	17
0 	 -1 	11
0 	 -1 	9
0 	 -1 	5
0 	 -1 	8
1 	105	10
1 	12	43
1 	8	49
0 	 -1 	9
0 	 -1 	19
1 	310	22
0 	 -1 	5
0 	 -1 	5
1 	4	55
1 	413	28
1 	654	16
1 	547	15
1 	6	55
0 	 -1 	11
1 	491	11
0 	 -1 	10
1 	268	13
0 	 -1 	9
1 	11	55
0 	 -1 	8
1 	10	55
1 	850	19
1 	481	9
1 	256	28
1 	329	24
0 	 -1 	11
1 	6	55
1 	349	20
0 	 -1 	5
0 	 -1 	5
0 	 -1 	8
1 	125	11
1 	6	55
1 	22	51
1 	636	10
0 	 -1 	14
0 	 -1 	9
1 	8	50
1 	4	55
1 	4	55
0 	 -1 	21
1 	503	16
0 	 -1 	21
0 	 -1 	13
1 	209	20
1 	4	55
1 	261	10
1 	121	32
1 	291	45
1 	447	18
1 	325	18
1 	280	15
1 	193	15
0 	 -1 	8
1 	207	32
1 	8	50
0 	 -1 	11
0 	 -1 	6
1 	4	55
1 	640	25
1 	530	20
1 	161	17
1 	287	15
1 	113	24
1 	749	13
0 	 -1 	14
1 	17	42
0 	 -1 	11
1 	719	16
1 	4	55
1 	314	22
1 	172	32
1 	640	23
1 	6	55
1 	16	49
1 	4	55
0 	 -1 	8
1 	482	14
1 	645	18
0 	 -1 	10
1 	4	45
0 	 -1 	11
1 	16	55
1 	326	19
0 	 -1 	17
1 	611	22
1 	220	22
1 	392	12
1 	148	14
0 	 -1 	17
0 	 -1 	20
1 	314	41
0 	 -1 	19
0 	 -1 	7
1 	775	23
1 	403	19
0 	 -1 	11
1 	12	53
0 	 -1 	13
1 	4	55
1 	427	30
1 	15	55
1 	9	50
0 	 -1 	16
1 	6	55
0 	 -1 	15
0 	 -1 	10
1 	9	55
1 	484	10
1 	848	29
0 	 -1 	11
0 	 -1 	18
0 	 -1 	7
1 	451	11
0 	 -1 	10
1 	474	12
1 	11	46
1 	4	55
1 	4	55
1 	4	55
1 	6	55
1 	231	36
0 	 -1 	15
1 	17	55
1 	6	55
1 	395	18
1 	4	55
1 	4	55
1 	253	20
1 	6	49
1 	193	20
0 	 -1 	8
1 	99	28
1 	4	55
1 	4	55
1 	4	55
1 	130	42
1 	13	44
1 	26	48
1 	457	15
1 	13	55
1 	804	20
1 	7	55
1 	67	22
1 	355	24
1 	339	18
1 	643	18
1 	6	55
0 	 -1 	8
1 	4	51
1 	230	41
1 	10	42
1 	11	55
0 	 -1 	10
0 	 -1 	7
0 	 -1 	22
1 	21	52
1 	6	55
1 	161	36
1 	15	50
1 	334	17
0 	 -1 	8
0 	 -1 	5
1 	279	31
0 	 -1 	14
1 	415	19
1 	22	26
1 	244	10
1 	690	12
1 	284	21
1 	225	27
1 	830	12
0 	 -1 	14
0 	 -1 	5
1 	518	13
1 	429	9
1 	249	28
1 	6	55
1 	9	55
1 	14	53
1 	198	30
1 	183	24
0 	 -1 	8
1 	121	22
1 	527	24
1 	937	22
1 	276	16
1 	4	55
0 	 -1 	5
1 	18	53
1 	9	50
1 	8	41
1 	11	55
0 	 -1 	14
1 	298	18
1 	11	47
1 	81	21
0 	 -1 	6
1 	381	19
1 	8	55
1 	521	22
1 	255	17
0 	 -1 	5
0 	 -1 	18
0 	 -1 	16
1 	804	12
1 	11	54
1 	352	21
1 	111	10
0 	 -1 	10
1 	9	55
1 	344	21
1 	4	55
1 	11	43
1 	7	55
1 	733	25
1 	485	23
1 	815	19
0 	 -1 	20
1 	93	14
0 	 -1 	30
1 	104	22
1 	4	55
1 	4	55
1 	4	55
1 	573	19
0 	 -1 	14
1 	4	55
1 	6	55
1 	6	55
1 	940	23
0 	 -1 	18
1 	463	9
0 	 -1 	9
0 	 -1 	5
1 	8	52
1 	722	17
1 	6	55
1 	6	55
1 	407	11
0 	 -1 	5
1 	171	24
1 	280	20
1 	6	55
1 	982	18
0 	 -1 	18
1 	4	55
0 	 -1 	10
1 	807	22
0 	 -1 	19
1 	16	41
1 	17	45
0 	 -1 	8
1 	800	8
1 	6	55
1 	4	55
0 	 -1 	7
1 	6	55
1 	691	28
1 	103	32
1 	10	55
1 	202	10
1 	4	55
1 	7	49
1 	856	22
1 	625	9
1 	354	34
1 	8	55
1 	329	12
0 	 -1 	6
1 	4	55
0 	 -1 	17
0 	 -1 	9
0 	 -1 	10
0 	 -1 	7
1 	169	20
1 	166	21
0 	 -1 	13
1 	737	30
1 	610	32
1 	212	23
1 	594	26
0 	 -1 	14
0 	 -1 	15
1 	329	24
1 	587	17
1 	689	30
1 	558	15
1 	4	55
1 	4	55
1 	929	32
1 	282	33
1 	4	55
1 	4	55
1 	742	12
0 	 -1 	14
0 	 -1 	13
1 	101	41
1 	4	55
1 	4	55
0 	 -1 	18
1 	190	41
1 	129	17
1 	788	26
1 	780	23
1 	4	55
1 	213	24
0 	 -1 	15
1 	324	37
1 	184	34
1 	266	41
1 	9	52
1 	160	40
1 	10	55
0 	 -1 	9
1 	993	8
1 	555	11
0 	 -1 	10
1 	4	55
0 	 -1 	22
0 	 -1 	19
1 	4	55
1 	958	20
0 	 -1 	23
0 	 -1 	5
1 	388	24
1 	705	15
1 	4	55
1 	6	55
1 	111	20
1 	29	55
1 	149	32
1 	309	32
1 	6	55
0 	 -1 	22
0 	 -1 	15
0 	 -1 	15
1 	272	47
1 	4	55
1 	6	55
1 	13	55
0 	 -1 	18
0 	 -1 	17
0 	 -1 	9
1 	770	13
1 	457	16
0 	 -1 	12
1 	268	19
1 	4	55
1 	10	47
1 	372	23
1 	279	12
0 	 -1 	5
1 	4	55
1 	636	9
1 	378	13
0 	 -1 	16
1 	8	55
0 	 -1 	11
1 	882	22
1 	26	55
0 	 -1 	5
1 	158	20
1 	4	55
1 	442	7
0 	 -1 	21
1 	17	55
1 	4	55
1 	447	29
1 	4	34
1 	393	23
1 	4	55
1 	11	55
1 	434	14
1 	211	43
