1 	568	43
1 	4	55
0 	 -1 	14
1 	101	27
0 	 -1 	27
0 	 -1 	11
1 	501	25
1 	849	26
1 	4	55
1 	262	27
1 	392	45
1 	895	26
1 	4	55
1 	6	55
1 	6	55
1 	16	53
0 	 -1 	12
1 	4	55
0 	 -1 	27
1 	999	23
1 	4	55
1 	475	27
1 	4	55
0 	 -1 	33
1 	880	21
1 	499	23
0 	 -1 	34
1 	352	41
0 	 -1 	37
1 	4	55
1 	4	55
1 	117	40
1 	75	27
0 	 -1 	18
1 	258	26
1 	4	55
1 	14	53
1 	223	38
1 	758	40
1 	4	55
0 	 -1 	5
1 	6	30
1 	348	15
1 	508	29
0 	 -1 	19
1 	272	35
1 	6	55
1 	4	55
1 	7	55
1 	6	55
1 	4	55
1 	698	40
1 	186	27
1 	872	32
1 	69	42
0 	 -1 	24
0 	 -1 	19
0 	 -1 	19
1 	509	23
1 	485	19
1 	261	21
1 	878	28
0 	 -1 	15
0 	 -1 	24
1 	872	25
0 	 -1 	12
1 	8	55
0 	 -1 	27
1 	895	25
0 	 -1 	37
1 	275	25
0 	 -1 	29
1 	112	30
1 	491	26
0 	 -1 	31
0 	 -1 	5
1 	4	55
0 	 -1 	23
0 	 -1 	21
1 	8	55
1 	271	26
1 	13	55
0 	 -1 	19
0 	 -1 	21
1 	4	55
1 	441	41
1 	347	31
1 	974	23
1 	4	55
1 	270	26
1 	454	21
1 	4	55
0 	 -1 	41
1 	586	29
1 	160	45
1 	4	55
1 	81	33
1 	12	52
1 	4	55
1 	6	55
0 	 -1 	22
1 	4	55
1 	517	33
1 	4	55
0 	 -1 	35
1 	4	55
1 	616	26
1 	4	55
1 	833	41
1 	449	37
1 	11	36
1 	553	23
1 	4	55
1 	224	27
1 	4	55
1 	227	28
1 	4	55
1 	220	26
1 	814	38
1 	334	37
1 	4	55
1 	416	39
0 	 -1 	28
0 	 -1 	40
1 	6	55
0 	 -1 	33
1 	4	55
1 	397	25
1 	4	55
1 	908	38
1 	485	17
1 	735	43
1 	6	55
1 	6	55
0 	 -1 	38
1 	223	40
1 	242	21
1 	239	24
1 	259	27
1 	211	20
1 	137	23
1 	377	31
0 	 -1 	12
1 	379	7
1 	198	26
1 	423	30
0 	 -1 	21
0 	 -1 	28
1 	744	26
1 	4	55
1 	585	35
1 	976	27
0 	 -1 	31
0 	 -1 	5
1 	708	32
0 	 -1 	11
0 	 -1 	19
1 	405	13
0 	 -1 	20
1 	430	30
0 	 -1 	15
1 	4	55
1 	4	55
1 	362	31
1 	574	15
1 	301	22
0 	 -1 	26
1 	343	34
1 	4	55
1 	4	55
0 	 -1 	36
1 	559	7
1 	109	43
1 	250	33
1 	278	20
1 	446	16
0 	 -1 	16
1 	715	37
1 	255	27
0 	 -1 	15
1 	333	32
1 	76	24
1 	4	55
0 	 -1 	20
1 	6	14
1 	4	55
1 	179	33
1 	941	41
0 	 -1 	37
1 	4	55
1 	6	55
1 	116	39
1 	78	34
1 	6	55
1 	427	28
0 	 -1 	20
0 	 -1 	14
1 	690	29
1 	134	33
1 	742	21
1 	4	55
0 	 -1 	39
1 	169	31
0 	 -1 	7
0 	 -1 	18
1 	6	55
1 	11	55
1 	864	37
1 	171	34
1 	11	49
1 	515	34
1 	118	40
0 	 -1 	19
1 	4	55
0 	 -1 	24
0 	 -1 	27
1 	938	28
1 	202	33
0 	 -1 	10
0 	 -1 	17
0 	 -1 	22
0 	 -1 	12
1 	6	49
1 	720	26
1 	246	30
1 	946	33
1 	341	25
1 	360	17
1 	4	55
1 	13	43
1 	927	33
1 	743	26
1 	4	55
1 	631	39
1 	4	55
1 	4	55
1 	837	23
1 	785	34
1 	978	25
1 	4	55
1 	272	17
1 	747	34
0 	 -1 	13
1 	4	55
1 	212	28
1 	384	38
0 	 -1 	18
1 	4	55
1 	567	22
0 	 -1 	18
1 	393	27
1 	9	55
0 	 -1 	12
0 	 -1 	21
0 	 -1 	8
1 	4	55
0 	 -1 	9
0 	 -1 	25
1 	221	10
0 	 -1 	29
1 	225	28
0 	 -1 	22
1 	518	35
1 	712	30
1 	796	23
1 	565	27
1 	458	24
1 	4	55
1 	69	28
1 	596	45
1 	6	49
1 	90	19
1 	138	28
1 	160	19
1 	6	55
1 	491	30
1 	583	31
1 	507	30
1 	8	55
